Age,Customer ID,Date Joined,Dummy,Gender,Job Classification,Name,Region,Surname,Balance,Number of Records
52,200001044,30.Jun.15,dummy,Male,Other,Stephen,Scotland,Mathis,4793.55,1
52,200003176,14.Nov.15,dummy,Male,Other,Max,Scotland,Short,111036.92,1
52,200003400,27.Nov.15,dummy,Male,Other,Piers,Scotland,Short,48602.47,1
52,200002009,11.Sep.15,dummy,Male,Other,Simon,Scotland,Sutherland,35191.56,1
53,200002709,20.Oct.15,dummy,Male,Other,Trevor,Scotland,Ball,49863.23,1
53,200001451,30.Jul.15,dummy,Male,Other,Warren,Scotland,Hamilton,25797.17,1
53,200003426,28.Nov.15,dummy,Male,Other,Alan,Scotland,Harris,53354.74,1
53,200001811,27.Aug.15,dummy,Male,Other,Dan,Scotland,Rutherford,73457.73,1
53,200001517,05.Aug.15,dummy,Male,Other,Tim,Scotland,Sanderson,13667.27,1
53,200001963,08.Sep.15,dummy,Male,Other,Joshua,Scotland,Smith,11375.64,1
53,200003336,24.Nov.15,dummy,Male,Other,Kevin,Scotland,Stewart,37425.23,1
53,200002292,25.Sep.15,dummy,Male,Other,Gordon,Scotland,Wright,67521.26,1
54,200003495,02.Dec.15,dummy,Male,Other,Jake,Scotland,Abraham,34664,1
54,200001062,02.Jul.15,dummy,Male,Other,Dan,Scotland,Alsop,16280.16,1
54,200001763,24.Aug.15,dummy,Male,Other,Jason,Scotland,Ball,44192.29,1
54,200002091,16.Sep.15,dummy,Male,Other,David,Scotland,Cameron,12749.4,1
54,200001977,09.Sep.15,dummy,Male,Other,Ryan,Scotland,Dyer,15269.36,1
54,200003439,29.Nov.15,dummy,Male,Other,Phil,Scotland,Mathis,71935.8,1
54,200003982,28.Dec.15,dummy,Male,Other,Sean,Scotland,McDonald,28430.19,1
55,200003339,24.Nov.15,dummy,Male,Other,Colin,Scotland,Fisher,24030.97,1
55,200002600,13.Oct.15,dummy,Male,Other,Ian,Scotland,Hodges,74534.05,1
55,200001407,27.Jul.15,dummy,Male,Other,Nicholas,Scotland,James,3397.32,1
55,200001198,13.Jul.15,dummy,Male,Other,Ryan,Scotland,Murray,20815.73,1
55,200002945,31.Oct.15,dummy,Male,Other,Dominic,Scotland,Roberts,66668.78,1
56,200003546,04.Dec.15,dummy,Male,Other,Gavin,Scotland,Duncan,6887.34,1
56,200001488,02.Aug.15,dummy,Male,Other,Harry,Scotland,Hunter,59975.14,1
56,200001574,10.Aug.15,dummy,Male,Other,Leonard,Scotland,Kerr,69022.66,1
56,200003954,26.Dec.15,dummy,Male,Other,Christopher,Scotland,Langdon,35180.1,1
56,200003907,23.Dec.15,dummy,Male,Other,Evan,Scotland,Welch,76278.37,1
56,200003244,17.Nov.15,dummy,Male,Other,Gordon,Scotland,White,29861.37,1
57,200002896,29.Oct.15,dummy,Male,Other,Joe,Scotland,Coleman,47745.75,1
57,200002634,15.Oct.15,dummy,Male,Other,Paul,Scotland,Sanderson,139509.54,1
57,200003492,02.Dec.15,dummy,Male,Other,Isaac,Scotland,Springer,87348.99,1
58,200002378,29.Sep.15,dummy,Male,Other,Charles,Scotland,Avery,7185.59,1
58,200001030,29.Jun.15,dummy,Male,Other,Peter,Scotland,Avery,41285.8,1
58,200002790,25.Oct.15,dummy,Male,Other,Sebastian,Scotland,Avery,40378.63,1
58,200001487,02.Aug.15,dummy,Male,Other,Joseph,Scotland,Bailey,19164.52,1
58,200003970,27.Dec.15,dummy,Male,Other,Jacob,Scotland,Grant,18189.63,1
58,200002330,27.Sep.15,dummy,Male,Other,Andrew,Scotland,Lewis,58713.96,1
58,200001836,29.Aug.15,dummy,Male,Other,Luke,Scotland,Mitchell,10783.63,1
58,200002256,24.Sep.15,dummy,Male,Other,Brian,Scotland,Paige,47114.02,1
58,200001569,10.Aug.15,dummy,Male,Other,Jack,Scotland,Pullman,54124.86,1
58,200001562,09.Aug.15,dummy,Male,Other,Luke,Scotland,Wright,66875.08,1
58,200003646,10.Dec.15,dummy,Male,Other,Keith,Scotland,Young,28310.16,1
59,200002972,01.Nov.15,dummy,Male,Other,Piers,Scotland,Kerr,15402.84,1
59,200001439,29.Jul.15,dummy,Male,Other,Boris,Scotland,Paige,23907.86,1
59,200001869,31.Aug.15,dummy,Male,Other,Sam,Scotland,Skinner,50189.26,1
59,200003941,25.Dec.15,dummy,Male,Other,Joshua,Scotland,Sutherland,2114.65,1
60,200001479,01.Aug.15,dummy,Male,Other,Nicholas,Scotland,Black,89173.1,1
60,200003014,04.Nov.15,dummy,Male,Other,Matt,Scotland,Davidson,55173.94,1
60,200001102,06.Jul.15,dummy,Male,Other,Sam,Scotland,Murray,22067.63,1
60,200001992,10.Sep.15,dummy,Male,Other,Jonathan,Scotland,Pullman,58058.81,1
60,200002900,29.Oct.15,dummy,Male,Other,Connor,Scotland,Rees,115932.44,1
60,200003125,11.Nov.15,dummy,Male,Other,Boris,Scotland,Simpson,23122.01,1
60,200003606,07.Dec.15,dummy,Male,Other,Gordon,Scotland,Walsh,64373.74,1
61,200001612,13.Aug.15,dummy,Male,Other,Brian,Scotland,Alsop,4926.12,1
61,200002470,05.Oct.15,dummy,Male,Other,Adam,Scotland,Bell,35341.04,1
61,200003769,16.Dec.15,dummy,Male,Other,Leonard,Scotland,Carr,55421.45,1
61,200003102,10.Nov.15,dummy,Male,Other,Anthony,Scotland,Davidson,5711.43,1
61,200002580,12.Oct.15,dummy,Male,Other,Harry,Scotland,Greene,42472.71,1
61,200001273,19.Jul.15,dummy,Male,Other,Luke,Scotland,Lambert,105354.02,1
61,200002158,20.Sep.15,dummy,Male,Other,William,Scotland,McGrath,32439.6,1
61,200001118,07.Jul.15,dummy,Male,Other,Oliver,Scotland,Newman,40989.59,1
62,200001826,28.Aug.15,dummy,Male,Other,Simon,Scotland,Pullman,76842.9,1
63,200001993,10.Sep.15,dummy,Male,Other,Brian,Scotland,Butler,53004.65,1
63,200001638,16.Aug.15,dummy,Male,Other,Jonathan,Scotland,North,8391.79,1
64,200002056,14.Sep.15,dummy,Male,Other,Joshua,Scotland,Carr,14558.13,1
64,200001587,11.Aug.15,dummy,Male,Other,Jake,Scotland,Ellison,14242.57,1
64,200004010,30.Dec.15,dummy,Male,Other,Sam,Scotland,Lewis,19711.66,1
24,300003910,23.Dec.15,dummy,Male,Other,Joe,Wales,Gibson,7552.5,1
25,300002274,24.Sep.15,dummy,Male,Other,Jason,Wales,Avery,41197.66,1
29,300001614,13.Aug.15,dummy,Male,Other,Blake,Wales,Blake,87844.61,1
29,300001748,23.Aug.15,dummy,Male,Other,Julian,Wales,Quinn,15762.18,1
29,300003973,27.Dec.15,dummy,Male,Other,Piers,Wales,Ross,13910.24,1
33,300002266,24.Sep.15,dummy,Male,Other,Stewart,Wales,Alsop,38089.79,1
33,300001697,21.Aug.15,dummy,Male,Other,Justin,Wales,Dowd,25705.16,1
33,300001233,15.Jul.15,dummy,Male,Other,Victor,Wales,Hill,61390.52,1
33,300001843,29.Aug.15,dummy,Male,Other,Alan,Wales,Lambert,95833.44,1
34,300003442,29.Nov.15,dummy,Male,Other,Stewart,Wales,Marshall,43520.9,1
34,300003706,13.Dec.15,dummy,Male,Other,Gordon,Wales,Ross,15746.62,1
35,300002539,09.Oct.15,dummy,Male,Other,Julian,Wales,Mackay,136365.52,1
35,300003707,13.Dec.15,dummy,Male,Other,Dominic,Wales,McLean,104813.21,1
35,300001844,29.Aug.15,dummy,Male,Other,Keith,Wales,Turner,78755.01,1
37,300002271,24.Sep.15,dummy,Male,Other,Christian,Wales,Miller,40862.92,1
39,300001652,17.Aug.15,dummy,Male,Other,Adam,Wales,Forsyth,72866.17,1
39,300002537,09.Oct.15,dummy,Male,Other,Sean,Wales,Powell,3575.21,1
41,300002635,15.Oct.15,dummy,Male,Other,Tim,Wales,Coleman,60076.55,1
41,300002757,23.Oct.15,dummy,Male,Other,Simon,Wales,King,9293.04,1
42,300001218,14.Jul.15,dummy,Male,Other,Brian,Wales,Payne,8102.48,1
42,300001064,02.Jul.15,dummy,Male,Other,Austin,Wales,Vance,11609.33,1
43,300001529,06.Aug.15,dummy,Male,Other,Harry,Wales,Bailey,51598.1,1
43,300003008,03.Nov.15,dummy,Male,Other,Andrew,Wales,Ogden,78323.16,1
44,300002690,18.Oct.15,dummy,Male,Other,David,Wales,Mitchell,16627.15,1
46,300003411,27.Nov.15,dummy,Male,Other,David,Wales,Terry,38460.8,1
48,300001217,14.Jul.15,dummy,Male,Other,Adam,Wales,King,47418.57,1
57,300001858,30.Aug.15,dummy,Male,Other,Charles,Wales,Vaughan,69281.64,1
18,100002197,23.Sep.15,dummy,Male,White Collar,Sebastian,England,Churchill,840.88,1
18,100003992,29.Dec.15,dummy,Male,White Collar,Andrew,England,Cornish,23399.53,1
18,100001194,13.Jul.15,dummy,Male,White Collar,Alan,England,Kerr,56473.51,1
19,100001250,17.Jul.15,dummy,Male,White Collar,Simon,England,Cornish,12964.93,1
19,100001368,25.Jul.15,dummy,Male,White Collar,Benjamin,England,Greene,68980.3,1
19,100001882,01.Sep.15,dummy,Male,White Collar,Jonathan,England,Rampling,75913.85,1
20,100001757,24.Aug.15,dummy,Male,White Collar,Cameron,England,Arnold,98261.13,1
20,100003380,27.Nov.15,dummy,Male,White Collar,Victor,England,Cameron,11434.59,1
20,100003557,05.Dec.15,dummy,Male,White Collar,John,England,Mackenzie,52109.92,1
21,100003332,24.Nov.15,dummy,Male,White Collar,Owen,England,Clark,88147.69,1
21,100003485,02.Dec.15,dummy,Male,White Collar,Edward,England,Lawrence,35057.97,1
21,100001004,27.Jun.15,dummy,Male,White Collar,Luke,England,Lewis,40886.21,1
21,100003629,10.Dec.15,dummy,Male,White Collar,Owen,England,Morrison,22103.13,1
21,100003880,23.Dec.15,dummy,Male,White Collar,Boris,England,Rees,18508.11,1
22,100002460,04.Oct.15,dummy,Male,White Collar,John,England,Clarkson,781.84,1
22,100001133,09.Jul.15,dummy,Male,White Collar,Anthony,England,Glover,14282.81,1
22,100002469,05.Oct.15,dummy,Male,White Collar,Frank,England,Powell,66480.85,1
23,100001191,13.Jul.15,dummy,Male,White Collar,Oliver,England,Burgess,85965.79,1
23,100003002,03.Nov.15,dummy,Male,White Collar,Tim,England,Forsyth,640.91,1
23,100003807,19.Dec.15,dummy,Male,White Collar,Boris,England,Hamilton,68508.87,1
23,100001914,05.Sep.15,dummy,Male,White Collar,Adam,England,James,38866.87,1
23,100003949,26.Dec.15,dummy,Male,White Collar,Harry,England,Poole,117946.76,1
23,100001716,23.Aug.15,dummy,Male,White Collar,Boris,England,Turner,66040.46,1
23,100001525,06.Aug.15,dummy,Male,White Collar,Justin,England,Watson,40230.42,1
24,100001373,25.Jul.15,dummy,Male,White Collar,Joshua,England,Abraham,17127.23,1
24,100003738,15.Dec.15,dummy,Male,White Collar,David,England,Brew,65072.93,1
24,100003347,25.Nov.15,dummy,Male,White Collar,Jake,England,Gibson,2111.51,1
24,100003709,14.Dec.15,dummy,Male,White Collar,Matt,England,Hamilton,25781.13,1
24,100003218,17.Nov.15,dummy,Male,White Collar,Max,England,Lee,16721.96,1
24,100003063,08.Nov.15,dummy,Male,White Collar,Carl,England,Martin,24875.64,1
24,100002629,15.Oct.15,dummy,Male,White Collar,Matt,England,Poole,56070.28,1
24,100001015,28.Jun.15,dummy,Male,White Collar,Nicholas,England,Poole,5880.85,1
24,100002245,24.Sep.15,dummy,Male,White Collar,Thomas,England,Randall,52872.53,1
24,100003059,08.Nov.15,dummy,Male,White Collar,Lucas,England,Rutherford,35939.96,1
25,100003171,14.Nov.15,dummy,Male,White Collar,Justin,England,Baker,18053.11,1
25,100003444,30.Nov.15,dummy,Male,White Collar,Colin,England,Cornish,77624.38,1
25,100002077,16.Sep.15,dummy,Male,White Collar,David,England,Harris,2126.9,1
25,100003113,11.Nov.15,dummy,Male,White Collar,Alan,England,Mackenzie,36021.53,1
25,100003984,29.Dec.15,dummy,Male,White Collar,Tim,England,Nash,5280.71,1
25,100001316,22.Jul.15,dummy,Male,White Collar,Simon,England,Rutherford,123865.36,1
25,100001883,01.Sep.15,dummy,Male,White Collar,Adrian,England,Thomson,78020.29,1
25,100001798,27.Aug.15,dummy,Male,White Collar,Tim,England,Turner,11186.61,1
26,100001543,08.Aug.15,dummy,Male,White Collar,Evan,England,Arnold,12883.77,1
26,100001537,07.Aug.15,dummy,Male,White Collar,Adam,England,Bailey,8708.57,1
26,100003989,29.Dec.15,dummy,Male,White Collar,Tim,England,Berry,36964.26,1
26,100001190,13.Jul.15,dummy,Male,White Collar,Owen,England,Churchill,14520.25,1
26,100003599,07.Dec.15,dummy,Male,White Collar,Sebastian,England,Davidson,28355.66,1
26,100002816,26.Oct.15,dummy,Male,White Collar,Andrew,England,Fisher,105093.23,1
26,100001385,26.Jul.15,dummy,Male,White Collar,Peter,England,Forsyth,52604.44,1
26,100001983,10.Sep.15,dummy,Male,White Collar,Alan,England,Gibson,91847.1,1
26,100002369,29.Sep.15,dummy,Male,White Collar,Warren,England,Glover,61577.15,1
26,100001999,11.Sep.15,dummy,Male,White Collar,Ian,England,Graham,80850.12,1
26,100001661,18.Aug.15,dummy,Male,White Collar,Neil,England,Gray,12604.91,1
26,100001717,23.Aug.15,dummy,Male,White Collar,Nathan,England,Hudson,7685.3,1
26,100002220,24.Sep.15,dummy,Male,White Collar,Dominic,England,Kerr,29265.97,1
26,100003018,05.Nov.15,dummy,Male,White Collar,Jason,England,McGrath,34526.64,1
26,100003237,17.Nov.15,dummy,Male,White Collar,Julian,England,Powell,65283.32,1
26,100003235,17.Nov.15,dummy,Male,White Collar,Blake,England,Simpson,104366.63,1
26,100002477,06.Oct.15,dummy,Male,White Collar,Trevor,England,Wilson,81489.43,1
27,100003685,13.Dec.15,dummy,Male,White Collar,Brian,England,Abraham,77898.09,1
27,100001291,21.Jul.15,dummy,Male,White Collar,Victor,England,Berry,6825.79,1
27,100002320,27.Sep.15,dummy,Male,White Collar,Blake,England,Brown,54644.32,1
27,100001820,28.Aug.15,dummy,Male,White Collar,Edward,England,Clarkson,39495.99,1
27,100002771,24.Oct.15,dummy,Male,White Collar,Ryan,England,Clarkson,34618.1,1
27,100002200,23.Sep.15,dummy,Male,White Collar,Phil,England,Davies,33355.25,1
27,100003281,21.Nov.15,dummy,Male,White Collar,Nathan,England,Dickens,53494.5,1
27,100001492,03.Aug.15,dummy,Male,White Collar,Ian,England,Henderson,40625.59,1
27,100001771,25.Aug.15,dummy,Male,White Collar,Trevor,England,Hughes,1387.14,1
27,100003228,17.Nov.15,dummy,Male,White Collar,Stewart,England,Jackson,41775.2,1
27,100001833,29.Aug.15,dummy,Male,White Collar,Oliver,England,Kelly,31637.34,1
27,100003643,10.Dec.15,dummy,Male,White Collar,Luke,England,Lawrence,92610.22,1
27,100003108,11.Nov.15,dummy,Male,White Collar,David,England,Metcalfe,146892.37,1
27,100003274,20.Nov.15,dummy,Male,White Collar,Colin,England,Peake,30268.33,1
27,100003944,26.Dec.15,dummy,Male,White Collar,Dominic,England,Peake,33463.13,1
27,100001108,07.Jul.15,dummy,Male,White Collar,Keith,England,Rutherford,45374.89,1
27,100002527,09.Oct.15,dummy,Male,White Collar,Owen,England,Scott,8121.14,1
27,100003855,21.Dec.15,dummy,Male,White Collar,Frank,England,Simpson,22525.46,1
27,100003192,15.Nov.15,dummy,Male,White Collar,Sean,England,Springer,10183.23,1
27,100003869,22.Dec.15,dummy,Male,White Collar,Ivan,England,Taylor,35451.37,1
27,100001508,04.Aug.15,dummy,Male,White Collar,Owen,England,Vaughan,2504.74,1
28,100002421,02.Oct.15,dummy,Male,White Collar,Richard,England,Avery,14448.61,1
28,100002612,14.Oct.15,dummy,Male,White Collar,Warren,England,Avery,12028.2,1
28,100001177,12.Jul.15,dummy,Male,White Collar,Christopher,England,Bell,94339.78,1
28,100002385,30.Sep.15,dummy,Male,White Collar,Jake,England,Bell,73793.66,1
28,100001040,30.Jun.15,dummy,Male,White Collar,William,England,Bond,42331.5,1
28,100003714,14.Dec.15,dummy,Male,White Collar,William,England,Clark,51953.67,1
28,100002961,01.Nov.15,dummy,Male,White Collar,John,England,Cornish,6680.22,1
28,100003588,07.Dec.15,dummy,Male,White Collar,Gavin,England,Dickens,18938.2,1
28,100001634,15.Aug.15,dummy,Male,White Collar,Keith,England,Edmunds,8958.39,1
28,100002087,16.Sep.15,dummy,Male,White Collar,Matt,England,Hemmings,53357.54,1
28,100003039,06.Nov.15,dummy,Male,White Collar,Nicholas,England,King,13390.78,1
28,100002422,02.Oct.15,dummy,Male,White Collar,Benjamin,England,Newman,23076.43,1
28,100002718,21.Oct.15,dummy,Male,White Collar,John,England,Nolan,62077.51,1
28,100002749,23.Oct.15,dummy,Male,White Collar,Sean,England,Paterson,69126.18,1
28,100002959,01.Nov.15,dummy,Male,White Collar,Harry,England,Peters,60496.8,1
28,100001787,26.Aug.15,dummy,Male,White Collar,Charles,England,Ross,46762.44,1
28,100001784,26.Aug.15,dummy,Male,White Collar,Oliver,England,Russell,82862.73,1
28,100002098,17.Sep.15,dummy,Male,White Collar,James,England,Slater,65994.32,1
28,100002643,16.Oct.15,dummy,Male,White Collar,Nicholas,England,Stewart,47740.27,1
28,100003682,13.Dec.15,dummy,Male,White Collar,David,England,Watson,40037.6,1
29,100001557,09.Aug.15,dummy,Male,White Collar,Boris,England,Anderson,2987.04,1
29,100002960,01.Nov.15,dummy,Male,White Collar,Thomas,England,Black,17844.83,1
29,100001722,23.Aug.15,dummy,Male,White Collar,John,England,Coleman,48925.1,1
29,100003877,23.Dec.15,dummy,Male,White Collar,Sebastian,England,Greene,23963.27,1
29,100002387,30.Sep.15,dummy,Male,White Collar,Richard,England,Hudson,58720.19,1
29,100002560,11.Oct.15,dummy,Male,White Collar,Leonard,England,James,11246.02,1
29,100001228,15.Jul.15,dummy,Male,White Collar,Lucas,England,James,15560.77,1
29,100002606,14.Oct.15,dummy,Male,White Collar,Michael,England,Johnston,36582.31,1
29,100002767,24.Oct.15,dummy,Male,White Collar,Stephen,England,King,26045.79,1
29,100002748,23.Oct.15,dummy,Male,White Collar,David,England,Knox,21577.22,1
29,100003817,19.Dec.15,dummy,Male,White Collar,Brandon,England,Lewis,51239.25,1
29,100002676,18.Oct.15,dummy,Male,White Collar,Sebastian,England,MacDonald,21908.77,1
29,100003750,16.Dec.15,dummy,Male,White Collar,Lucas,England,Mackay,27985.16,1
29,100003500,03.Dec.15,dummy,Male,White Collar,Peter,England,Mackay,135545.59,1
29,100001949,07.Sep.15,dummy,Male,White Collar,Trevor,England,May,38139.7,1
29,100001621,14.Aug.15,dummy,Male,White Collar,Dominic,England,Payne,31044.8,1
29,100003387,27.Nov.15,dummy,Male,White Collar,Christopher,England,Randall,14187.24,1
29,100002035,13.Sep.15,dummy,Male,White Collar,Kevin,England,Rees,12258.48,1
29,100003814,19.Dec.15,dummy,Male,White Collar,Lucas,England,Rees,25665.76,1
29,100002391,30.Sep.15,dummy,Male,White Collar,Gordon,England,Russell,9979.14,1
29,100003507,03.Dec.15,dummy,Male,White Collar,Dominic,England,Scott,50618.79,1
29,100002408,01.Oct.15,dummy,Male,White Collar,Oliver,England,Short,5564.99,1
29,100001002,27.Jun.15,dummy,Male,White Collar,Cameron,England,Smith,18808.61,1
29,100003993,29.Dec.15,dummy,Male,White Collar,Joe,England,Terry,30158.03,1
29,100002167,21.Sep.15,dummy,Male,White Collar,Stewart,England,Walker,76517.85,1
29,100003145,13.Nov.15,dummy,Male,White Collar,Dylan,England,Walsh,20166.68,1
29,100003194,15.Nov.15,dummy,Male,White Collar,Steven,England,Watson,57228.34,1
29,100002798,26.Oct.15,dummy,Male,White Collar,Jonathan,England,Welch,47610.68,1
29,100002814,26.Oct.15,dummy,Male,White Collar,Luke,England,Welch,6839.9,1
30,100003627,10.Dec.15,dummy,Male,White Collar,Jason,England,Baker,47550.08,1
30,100002532,09.Oct.15,dummy,Male,White Collar,Colin,England,Campbell,20362.27,1
30,100001461,31.Jul.15,dummy,Male,White Collar,Alexander,England,Clarkson,68336.84,1
30,100002740,22.Oct.15,dummy,Male,White Collar,Liam,England,Edmunds,30189.87,1
30,100003112,11.Nov.15,dummy,Male,White Collar,Gordon,England,Fisher,42732.72,1
30,100003220,17.Nov.15,dummy,Male,White Collar,Eric,England,Hemmings,29283.75,1
30,100002498,07.Oct.15,dummy,Male,White Collar,Carl,England,Langdon,40488.29,1
30,100001050,01.Jul.15,dummy,Male,White Collar,Eric,England,MacLeod,26412.29,1
30,100002803,26.Oct.15,dummy,Male,White Collar,Nicholas,England,Mackenzie,22763.84,1
30,100002558,11.Oct.15,dummy,Male,White Collar,Matt,England,Miller,23025.61,1
30,100001657,18.Aug.15,dummy,Male,White Collar,Dominic,England,Nolan,32400.35,1
30,100002784,25.Oct.15,dummy,Male,White Collar,Matt,England,Parsons,22295.82,1
30,100003758,16.Dec.15,dummy,Male,White Collar,Joshua,England,Peake,29433.64,1
30,100001210,14.Jul.15,dummy,Male,White Collar,Jack,England,Piper,19604.57,1
30,100002495,07.Oct.15,dummy,Male,White Collar,Oliver,England,Rees,54432.83,1
30,100001323,22.Jul.15,dummy,Male,White Collar,Owen,England,Robertson,27891.74,1
30,100001310,22.Jul.15,dummy,Male,White Collar,Eric,England,Sharp,21014.53,1
30,100001851,30.Aug.15,dummy,Male,White Collar,Joe,England,Springer,34879.77,1
30,100001545,08.Aug.15,dummy,Male,White Collar,Nicholas,England,Thomson,38121.48,1
30,100003020,05.Nov.15,dummy,Male,White Collar,Thomas,England,Watson,33885.07,1
30,100003083,09.Nov.15,dummy,Male,White Collar,Connor,England,White,8422.3,1
31,100003448,30.Nov.15,dummy,Male,White Collar,Lucas,England,Abraham,5178.59,1
31,100002089,16.Sep.15,dummy,Male,White Collar,Sam,England,Allan,59589.73,1
31,100003727,15.Dec.15,dummy,Male,White Collar,Nathan,England,Bailey,42049.89,1
31,100002037,13.Sep.15,dummy,Male,White Collar,Matt,England,Baker,88023.96,1
31,100001496,03.Aug.15,dummy,Male,White Collar,Jack,England,Berry,34212.84,1
31,100003435,29.Nov.15,dummy,Male,White Collar,Phil,England,Berry,17452.2,1
31,100002242,24.Sep.15,dummy,Male,White Collar,Richard,England,Burgess,38361.91,1
31,100003505,03.Dec.15,dummy,Male,White Collar,Brandon,England,Butler,919.95,1
31,100001852,30.Aug.15,dummy,Male,White Collar,Jonathan,England,Butler,58911.42,1
31,100001387,26.Jul.15,dummy,Male,White Collar,Jack,England,Churchill,31181.91,1
31,100001482,02.Aug.15,dummy,Male,White Collar,Trevor,England,Churchill,24498.39,1
31,100003165,14.Nov.15,dummy,Male,White Collar,Liam,England,Clark,10377.13,1
31,100001783,26.Aug.15,dummy,Male,White Collar,Frank,England,Cornish,12728.29,1
31,100001359,24.Jul.15,dummy,Male,White Collar,Connor,England,Hamilton,24458,1
31,100003888,23.Dec.15,dummy,Male,White Collar,Carl,England,Hudson,48932.49,1
31,100001948,07.Sep.15,dummy,Male,White Collar,Liam,England,Hughes,70156.16,1
31,100003225,17.Nov.15,dummy,Male,White Collar,Colin,England,Johnston,9814.58,1
31,100002890,29.Oct.15,dummy,Male,White Collar,Phil,England,Kerr,101731.87,1
31,100003308,23.Nov.15,dummy,Male,White Collar,Brian,England,Langdon,20544.55,1
31,100003593,07.Dec.15,dummy,Male,White Collar,Warren,England,Lee,10247.13,1
31,100002306,26.Sep.15,dummy,Male,White Collar,Luke,England,Lyman,116522.47,1
31,100002575,12.Oct.15,dummy,Male,White Collar,Andrew,England,MacDonald,26913.26,1
31,100002366,29.Sep.15,dummy,Male,White Collar,Stephen,England,Oliver,36528.38,1
31,100001940,07.Sep.15,dummy,Male,White Collar,Simon,England,Parsons,17395.93,1
31,100001688,21.Aug.15,dummy,Male,White Collar,Ryan,England,Pullman,90760.82,1
31,100001093,06.Jul.15,dummy,Male,White Collar,Robert,England,Rampling,71267.85,1
31,100002869,28.Oct.15,dummy,Male,White Collar,Michael,England,Roberts,12383.01,1
31,100002327,27.Sep.15,dummy,Male,White Collar,Adrian,England,Ross,12395.4,1
31,100003896,23.Dec.15,dummy,Male,White Collar,Ludwig,England,Ross,76429.81,1
31,100002918,30.Oct.15,dummy,Male,White Collar,Joe,England,Russell,22240.2,1
31,100001244,16.Jul.15,dummy,Male,White Collar,Julian,England,Springer,27812.51,1
31,100001516,05.Aug.15,dummy,Male,White Collar,Julian,England,Thomson,8857.19,1
31,100001125,08.Jul.15,dummy,Male,White Collar,Lucas,England,Thomson,51397.48,1
31,100003596,07.Dec.15,dummy,Male,White Collar,Cameron,England,Watson,24574.84,1
31,100003798,18.Dec.15,dummy,Male,White Collar,Victor,England,White,32293.11,1
31,100002657,17.Oct.15,dummy,Male,White Collar,Jacob,England,Wilkins,24779.98,1
32,100003423,28.Nov.15,dummy,Male,White Collar,Leonard,England,Allan,52696.94,1
32,100003929,25.Dec.15,dummy,Male,White Collar,Benjamin,England,Arnold,2096.64,1
32,100002170,21.Sep.15,dummy,Male,White Collar,Boris,England,Avery,54090.91,1
32,100001898,03.Sep.15,dummy,Male,White Collar,Joseph,England,Bower,31681.14,1
32,100003360,26.Nov.15,dummy,Male,White Collar,Boris,England,Cameron,19806.11,1
32,100002282,25.Sep.15,dummy,Male,White Collar,Nathan,England,Clarkson,59321.49,1
32,100002191,23.Sep.15,dummy,Male,White Collar,Edward,England,Cornish,64701.01,1
32,100002573,12.Oct.15,dummy,Male,White Collar,Ian,England,Gibson,44978.01,1
32,100001431,29.Jul.15,dummy,Male,White Collar,Lucas,England,Grant,55348.18,1
32,100001159,11.Jul.15,dummy,Male,White Collar,Gordon,England,Hamilton,6471.9,1
32,100002738,22.Oct.15,dummy,Male,White Collar,Christian,England,Hart,5519.53,1
32,100003269,20.Nov.15,dummy,Male,White Collar,Simon,England,Henderson,9068.75,1
32,100003735,15.Dec.15,dummy,Male,White Collar,James,England,Jackson,63106.43,1
32,100003199,15.Nov.15,dummy,Male,White Collar,Luke,England,James,12954.98,1
32,100002913,30.Oct.15,dummy,Male,White Collar,Jake,England,Jones,27593.12,1
32,100001918,05.Sep.15,dummy,Male,White Collar,Edward,England,Kelly,19407.16,1
32,100003253,18.Nov.15,dummy,Male,White Collar,Ryan,England,Lambert,30865.97,1
32,100001429,29.Jul.15,dummy,Male,White Collar,David,England,Lyman,13668.23,1
32,100003781,17.Dec.15,dummy,Male,White Collar,Jason,England,MacDonald,42956.77,1
32,100002817,26.Oct.15,dummy,Male,White Collar,Liam,England,Mackenzie,28744.79,1
32,100002434,03.Oct.15,dummy,Male,White Collar,Alexander,England,Nash,16127.3,1
32,100003385,27.Nov.15,dummy,Male,White Collar,Dominic,England,Oliver,25583.2,1
32,100003812,19.Dec.15,dummy,Male,White Collar,Alexander,England,Parsons,56233.65,1
32,100003783,17.Dec.15,dummy,Male,White Collar,Christopher,England,Rampling,36780.87,1
32,100002185,22.Sep.15,dummy,Male,White Collar,Owen,England,Ross,3103.61,1
32,100001365,25.Jul.15,dummy,Male,White Collar,Kevin,England,Scott,79604.57,1
32,100001314,22.Jul.15,dummy,Male,White Collar,Dan,England,Short,4287.63,1
32,100002181,22.Sep.15,dummy,Male,White Collar,Blake,England,Turner,32529.22,1
32,100003136,12.Nov.15,dummy,Male,White Collar,Dylan,England,Vaughan,59266.24,1
32,100001592,12.Aug.15,dummy,Male,White Collar,Jonathan,England,Vaughan,32344.1,1
32,100001195,13.Jul.15,dummy,Male,White Collar,Christopher,England,Walsh,6080.49,1
32,100002732,22.Oct.15,dummy,Male,White Collar,James,England,Walsh,49778.16,1
32,100002082,16.Sep.15,dummy,Male,White Collar,Justin,England,Young,132536.87,1
33,100001933,06.Sep.15,dummy,Male,White Collar,Alan,England,Anderson,19294.37,1
